,team1,team2,score1,score2,time_completed,round_info,tournament_name,match_page,tournament_icon
32,Gen.G,Phoenix1,2,0,1y ago,UMG Open Qualifier #2-Round of 16,First Strike: North America,/5660/gen-g-vs-phoenix1-first-strike-north-america-umg-open-2-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
33,Rise,Serenity,0,2,1y ago,UMG Open Qualifier #2-Round of 16,First Strike: North America,/5661/rise-vs-serenity-first-strike-north-america-umg-open-2-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
34,Mamba Mode Gaming,Knights,0,2,1y ago,UMG Open Qualifier #2-Round of 16,First Strike: North America,/5662/mamba-mode-gaming-vs-pittsburgh-knights-first-strike-north-america-umg-open-2-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
35,Spot Up,Shiba,0,2,1y ago,UMG Open Qualifier #2-Round of 16,First Strike: North America,/5663/spot-up-vs-shiba-first-strike-north-america-umg-open-2-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
36,NRG Esports,Elevate,2,0,1y ago,UMG Open Qualifier #2-Round of 16,First Strike: North America,/5664/nrg-esports-vs-elevate-first-strike-north-america-umg-open-2-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
37,Grapefruit Techniques,FaZe Clan,1,2,1y ago,UMG Open Qualifier #2-Round of 16,First Strike: North America,/5665/grapefruit-techniques-vs-faze-clan-first-strike-north-america-umg-open-2-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
38,Luminosity,Mystify,2,0,1y ago,UMG Open Qualifier #2-Round of 16,First Strike: North America,/5666/luminosity-vs-mystify-first-strike-north-america-umg-open-2-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
39,Built By Gamers,beastcoast,1,2,1y ago,UMG Open Qualifier #2-Round of 16,First Strike: North America,/5667/built-by-gamers-vs-beastcoast-first-strike-north-america-umg-open-2-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
40,Team Liquid,Prodigy,2,0,1y ago,A/B Playoffs-Quarterfinals,First Strike: Europe,/5677/team-liquid-vs-prodigy-first-strike-europe-a-b-playoffs-qf,https://owcdn.net/img/5f8e73ec18ba4.png
41,DELIRAWOW,Liberty,1, 2,1y ago,Closed Qualifier-Round of 16,First Strike: Brazil,/5279/delirawow-vs-havan-liberty-first-strike-brazil-closed-qualifier-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
42,Gamelanders Blue,Galaxy Carrots,2,0,1y ago,Closed Qualifier-Round of 16,First Strike: Brazil,/5277/gamelanders-vs-galaxy-carrots-first-strike-brazil-closed-qualifier-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
43,G2 Esports,Ninjas in Pyjamas,2,0,1y ago,A/B Playoffs-Quarterfinals,First Strike: Europe,/5676/g2-esports-vs-ninjas-in-pyjamas-first-strike-europe-a-b-playoffs-qf,https://owcdn.net/img/5f8e73ec18ba4.png
44,PLATOON,Axsor,0,2,1y ago,A Playoffs-Round of 16,First Strike: CIS,/5576/platoon-vs-axsor-first-strike-cis-a-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
45,123,Gambit Esports,0,2,1y ago,A Playoffs-Round of 16,First Strike: CIS,/5577/123-vs-gambit-esports-first-strike-cis-a-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
46,flawless,AoeXe,0,2,1y ago,A Playoffs-Round of 16,First Strike: CIS,/5578/flawless-vs-aoexe-first-strike-cis-a-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
47,kek123,Lankräm,0,2,1y ago,A Playoffs-Round of 16,First Strike: CIS,/5579/kek123-vs-zarplata-first-strike-cis-a-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
48,forZe,Sekai,2,0,1y ago,A Playoffs-Round of 16,First Strike: CIS,/5580/forze-vs-sekai-first-strike-cis-a-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
49,zTitans,THEX,0,2,1y ago,A Playoffs-Round of 16,First Strike: CIS,/5581/ztitans-vs-thex-first-strike-cis-a-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
0,ROX TEAM,5MOKES,2,1,1y ago,A Playoffs-Round of 16,First Strike: CIS,/5582/rox-team-vs-5mokes-first-strike-cis-a-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
1,Kommuna,Team Singularity,0,2,1y ago,A Playoffs-Round of 16,First Strike: CIS,/5583/kommuna-vs-team-singularity-first-strike-cis-a-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
2,Anatolia Esports,İstanbul Wildcats,2,1,1y ago,Qualifier #3-Upper Semifinals,First Strike: Turkey,/5481/anatolia-e-sports-vs-stanbul-wildcats-first-strike-turkey-qualifier-3-ubsf,https://owcdn.net/img/5f8e73ec18ba4.png
3,FAV gaming,CYCLOPS athlete gaming,13,7,1y ago,Qualifier #1-Round of 16,First Strike: Japan,/5735/fav-gaming-vs-cyclops-athlete-gaming-first-strike-japan-qual-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
4,Galakticos,Mod-Z,0,2,1y ago,Qualifier #3-Upper Semifinals,First Strike: Turkey,/5480/galakticos-vs-mod-z-first-strike-turkey-qualifier-3-ubsf,https://owcdn.net/img/5f8e73ec18ba4.png
5,BlackBird Ignis,LAG Gaming,13,7,1y ago,Qualifier #1-Round of 16,First Strike: Japan,/5714/blackbird-ignis-vs-lag-gaming-first-strike-japan-qual-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
6,Absolute JUPITER,LucidX,13,3,1y ago,Qualifier #1-Round of 16,First Strike: Japan,/5713/absolute-jupiter-vs-lucidx-first-strike-japan-qual-1-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
7,THE START W,team flavor,2,0,1y ago,Closed Qualifier-Round of 24,First Strike: Korea,/5513/the-start-w-vs-team-flavor-first-strike-korea-closed-qualifier-ro24,https://owcdn.net/img/5f8e73ec18ba4.png
8,Elemental Esports,Momentum Based,7,13,1y ago,Rise of Valour: Swiss Stage-Round 2 Low,First Strike: Oceania,/5695/elemental-esports-vs-momentum-based-first-strike-oceania-swiss-stage-r2-low,https://owcdn.net/img/5f8e73ec18ba4.png
9,Pillow,Wheels,13,7,1y ago,Rise of Valour: Swiss Stage-Round 2 High,First Strike: Oceania,/5689/pillow-vs-wheels-first-strike-oceania-swiss-stage-r2-high,https://owcdn.net/img/5f8e73ec18ba4.png
10,ORDER,Nebula,13,3,1y ago,Rise of Valour: Swiss Stage-Round 2 High,First Strike: Oceania,/5691/order-vs-nebula-first-strike-oceania-swiss-stage-r2-high,https://owcdn.net/img/5f8e73ec18ba4.png
11,Wildcard Gaming,Overt,13,7,1y ago,Rise of Valour: Swiss Stage-Round 2 High,First Strike: Oceania,/5687/wildcard-gaming-vs-overt-first-strike-oceania-swiss-stage-r2-high,https://owcdn.net/img/5f8e73ec18ba4.png
12,RipNTear,Kanga Esports,9,13,1y ago,Rise of Valour: Swiss Stage-Round 2 High,First Strike: Oceania,/5688/ripntear-vs-kanga-esports-first-strike-oceania-swiss-stage-r2-high,https://owcdn.net/img/5f8e73ec18ba4.png
13,Mindfreak,Funcrew,7,13,1y ago,Rise of Valour: Swiss Stage-Round 2 High,First Strike: Oceania,/5690/mindfreak-vs-funcrew-first-strike-oceania-swiss-stage-r2-high,https://owcdn.net/img/5f8e73ec18ba4.png
14,Dire Wolves,R!OT Gaming,13,7,1y ago,Rise of Valour: Swiss Stage-Round 2 High,First Strike: Oceania,/5692/dire-wolves-vs-r-ot-gaming-first-strike-oceania-swiss-stage-r2-high,https://owcdn.net/img/5f8e73ec18ba4.png
15,EXO Clan,95x eSports,13,11,1y ago,Rise of Valour: Swiss Stage-Round 2 High,First Strike: Oceania,/5693/exo-clan-vs-95x-esports-first-strike-oceania-swiss-stage-r2-high,https://owcdn.net/img/5f8e73ec18ba4.png
16,Waterbottle,Air Raiders,13,7,1y ago,Rise of Valour: Swiss Stage-Round 2 High,First Strike: Oceania,/5694/waterbottle-vs-air-raiders-first-strike-oceania-swiss-stage-r2-high,https://owcdn.net/img/5f8e73ec18ba4.png
17,ex-Team Bliss,Fighting 4 Freedom,13,8,1y ago,Rise of Valour: Swiss Stage-Round 2 Low,First Strike: Oceania,/5696/team-bliss-vs-fighting-4-freedom-first-strike-oceania-swiss-stage-r2-low,https://owcdn.net/img/5f8e73ec18ba4.png
18,Gravitas,1HP,13,2,1y ago,Rise of Valour: Swiss Stage-Round 2 Low,First Strike: Oceania,/5697/gravitas-vs-1hp-first-strike-oceania-swiss-stage-r2-low,https://owcdn.net/img/5f8e73ec18ba4.png
19,Shadownet,Pants Down,6,13,1y ago,Rise of Valour: Swiss Stage-Round 2 Low,First Strike: Oceania,/5698/shadownet-vs-pants-down-first-strike-oceania-swiss-stage-r2-low,https://owcdn.net/img/5f8e73ec18ba4.png
20,Avant,SLO,13,3,1y ago,Rise of Valour: Swiss Stage-Round 2 Low,First Strike: Oceania,/5699/avant-vs-slo-first-strike-oceania-swiss-stage-r2-low,https://owcdn.net/img/5f8e73ec18ba4.png
21,McTeam,Paradox Esports,19,17,1y ago,Rise of Valour: Swiss Stage-Round 2 Low,First Strike: Oceania,/5700/mcteam-vs-paradox-gaming-first-strike-oceania-swiss-stage-r2-low,https://owcdn.net/img/5f8e73ec18ba4.png
22,Legacy Esports,Genuine Gaming,13,2,1y ago,Rise of Valour: Swiss Stage-Round 2 Low,First Strike: Oceania,/5701/legacy-esports-vs-genuine-gaming-first-strike-oceania-swiss-stage-r2-low,https://owcdn.net/img/5f8e73ec18ba4.png
23,Fast Rush,Fiat Lux,2,0,1y ago,Closed Qualifier-Round of 24,First Strike: Korea,/5512/fast-rush-vs-fiat-lux-first-strike-korea-closed-qualifier-ro24,https://owcdn.net/img/5f8e73ec18ba4.png
24,Pants Down,RipNTear,3,13,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5506/pants-down-vs-ripntear-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
25,Paradox Esports,95x eSports,5,13,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5507/paradox-gaming-vs-95x-esports-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
26,Wildcard Gaming,Shadownet,13,2,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5493/wildcard-gaming-vs-shadownet-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
27,Overt,Fighting 4 Freedom,13,2,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5494/overt-vs-fighting-4-freedom-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
28,ORDER,Genuine Gaming,13,4,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5495/order-vs-genuine-gaming-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
29,Mindfreak,Momentum Based,13,4,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5496/mindfreak-vs-momentum-based-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
30,Dire Wolves,SLO,13,5,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5497/dire-wolves-vs-slo-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
31,Nebula,Spectral Gaming,0,0,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5498/nebula-vs-spectral-gaming-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
32,Waterbottle,Avant,13,9,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5499/waterbottle-vs-avant-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
33,McTeam,R!OT Gaming,7,13,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5500/mcteam-vs-r-ot-gaming-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
34,Funcrew,Team Agera,0,0,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5501/funcrew-vs-team-agera-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
35,Kanga Esports,1HP,13,4,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5502/kanga-esports-vs-1hp-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
36,Legacy Esports,Wheels,12,14,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5503/legacy-esports-vs-wheels-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
37,ex-Team Bliss,Pillow,3,13,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5504/team-bliss-vs-pillow-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
38,Air Raiders,Elemental Esports,13,10,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5505/air-raiders-vs-elemental-esports-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
39,EXO Clan,Gravitas,13,11,1y ago,Rise of Valour: Swiss Stage-Round 1,First Strike: Oceania,/5492/exo-clan-vs-gravitas-first-strike-oceania-swiss-stage-r1,https://owcdn.net/img/5f8e73ec18ba4.png
40,Luminosity,Kudos,2,0,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5656/luminosity-vs-kudos-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
41,Elevate,Elysium,2,1,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5653/elevate-vs-elysium-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
42,FaZe Clan,Take Flyte,2,1,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5655/faze-clan-vs-take-flyte-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
43,Shiba,Hollywood Hooliganz,2,0,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5651/shiba-vs-hollywood-hooliganz-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
44,Built By Gamers,Pyronic,2,1,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5658/built-by-gamers-vs-pyronic-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
45,Gen.G,Big Frames,2,0,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5644/gen-g-vs-big-frames-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
46,Rise,Flow State,2,0,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5646/rise-vs-flow-state-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
47,Serenity,Phantom Troupe,2,0,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5647/serenity-vs-phantom-troupe-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
48,Mamba Mode Gaming,Prospects,2,1,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5648/mamba-mode-gaming-vs-prospects-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
49,Spot Up,Puggers Unite,2,0,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5650/spot-up-vs-puggers-unite-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
0,Mystify,DimmaDome$,2,0,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5657/mystify-vs-dimmadome-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
1,beastcoast,Orgles5,2,0,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5659/beastcoast-vs-orgles5-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
2,Time In,Knights,1,2,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5649/time-in-vs-pittsburgh-knights-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
3,SOR,NRG Esports,1,2,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5652/sor-vs-nrg-esports-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
4,Noble,Phoenix1,0,2,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5645/noble-vs-phoenix1-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
5,Slimy Boogermen,Grapefruit Techniques,1,2,1y ago,UMG Open Qualifier #2-Round of 32,First Strike: North America,/5654/the-slimy-boogermen-vs-grapefruit-techniques-first-strike-north-america-umg-open-2-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
6,Kudos,The Clappening,2,1,1y ago,UMG Open Qualifier #2-Round of 64,First Strike: North America,/5637/kudos-vs-the-clappening-first-strike-north-america-umg-open-2-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
7,Take Flyte,Illinois Servers Please,2,1,1y ago,UMG Open Qualifier #2-Round of 64,First Strike: North America,/5635/take-flyte-vs-illinois-servers-please-first-strike-north-america-umg-open-2-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
8,FaZe Clan,TradeLikePros Red,2,0,1y ago,UMG Open Qualifier #2-Round of 64,First Strike: North America,/5634/faze-clan-vs-tradelikepros-red-first-strike-north-america-umg-open-2-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
9,Gen.G,Last Round Save,2,0,1y ago,UMG Open Qualifier #2-Round of 64,First Strike: North America,/5612/gen-g-vs-last-round-save-first-strike-north-america-umg-open-2-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
10,Time In,Apex,2,0,1y ago,UMG Open Qualifier #2-Round of 64,First Strike: North America,/5623/time-in-vs-apex-first-strike-north-america-umg-open-2-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
11,Luminosity,KDA,2,1,1y ago,UMG Open Qualifier #2-Round of 64,First Strike: North America,/5636/luminosity-vs-kda-first-strike-north-america-umg-open-2-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
12,XSET,SOR,0,2,1y ago,UMG Open Qualifier #2-Round of 64,First Strike: North America,/5628/xset-vs-sor-first-strike-north-america-umg-open-2-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
13,Serenity,Vipes Anime Crew,2,0,1y ago,UMG Open Qualifier #2-Round of 64,First Strike: North America,/5618/serenity-vs-vipes-anime-crew-first-strike-north-america-umg-open-2-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
14,Orgles5,SAKS,2,0,1y ago,UMG Open Qualifier #2-Round of 64,First Strike: North America,/5643/orgles5-vs-saks-first-strike-north-america-umg-open-2-ro64,https://owcdn.net/img/5f8e73ec18ba4.png
15,Cloud9 White,The Clappening, 1,2,1y ago,UMG Open Qualifier #2-Round of 128,First Strike: North America,/5684/cloud9-white-vs-the-clappening-first-strike-north-america-umg-open-2-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
16,Time In,The Boys,2,0,1y ago,UMG Open Qualifier #2-Round of 128,First Strike: North America,/5685/time-in-vs-the-boys-first-strike-north-america-umg-open-2-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
17,Illinois Servers Please,Trouble Makers,2,1,1y ago,UMG Open Qualifier #2-Round of 128,First Strike: North America,/5686/illinois-servers-please-vs-trouble-makers-first-strike-north-america-umg-open-2-ro128,https://owcdn.net/img/5f8e73ec18ba4.png
18,hREDS,With the boiz,1,2,1y ago,Main Event-Upper Quarterfinals,FEL Valorant Cup,/6496/hreds-vs-with-the-boiz-fel-valorant-cup-ubqf,https://owcdn.net/img/5fb7de5881230.png
19,mens)),STR99,0,2,1y ago,Main Event-Upper Quarterfinals,FEL Valorant Cup,/6497/mens-vs-str99-fel-valorant-cup-ubqf,https://owcdn.net/img/5fb7de5881230.png
20,Manse PP,VASTA Gaming,0,2,1y ago,Main Event-Upper Quarterfinals,FEL Valorant Cup,/6498/manse-pp-vs-vasta-gaming-fel-valorant-cup-ubqf,https://owcdn.net/img/5fb7de5881230.png
21,Cakebois,ISOL-BULIL,0,2,1y ago,Main Event-Upper Quarterfinals,FEL Valorant Cup,/6499/cakebois-vs-isol-bulil-fel-valorant-cup-ubqf,https://owcdn.net/img/5fb7de5881230.png
22,L'institut,eXiLe eSports,7,13,1y ago,A/B Playoffs-Round of 16,First Strike: Europe,/5611/linstitut-vs-exile-esports-first-strike-europe-a-b-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
23,G2 Esports,Guild Esports,10,13,1y ago,A/B Playoffs-Round of 16,First Strike: Europe,/5604/g2-esports-vs-guild-esports-first-strike-europe-a-b-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
24,Ninjas in Pyjamas,Team Heretics,13,11,1y ago,A/B Playoffs-Round of 16,First Strike: Europe,/5605/ninjas-in-pyjamas-vs-team-heretics-first-strike-europe-a-b-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
25,Team Liquid,HSDIRR,13,7,1y ago,A/B Playoffs-Round of 16,First Strike: Europe,/5606/team-liquid-vs-hsdirr-first-strike-europe-a-b-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
26,Prodigy,nolpenki,13,11,1y ago,A/B Playoffs-Round of 16,First Strike: Europe,/5607/prodigy-vs-nolpenki-first-strike-europe-a-b-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
27,FunPlus Phoenix,SKADE,13,1,1y ago,A/B Playoffs-Round of 16,First Strike: Europe,/5608/funplus-phoenix-vs-skade-first-strike-europe-a-b-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
28,Purple Cobras,Opportunists,11,13,1y ago,A/B Playoffs-Round of 16,First Strike: Europe,/5609/purple-cobras-vs-opportunists-first-strike-europe-a-b-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
29,SUMN FC,need more DM,13,9,1y ago,A/B Playoffs-Round of 16,First Strike: Europe,/5610/sumn-fc-vs-need-more-dm-first-strike-europe-a-b-playoffs-ro16,https://owcdn.net/img/5f8e73ec18ba4.png
30,G2 Esports,VASTA Gaming,13,1,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5588/g2-esports-vs-vasta-gaming-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
31,Team Queso,Guild Esports,6,13,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5589/team-queso-vs-guild-esports-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
32,Ninjas in Pyjamas,Lunaris,14,12,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5590/ninjas-in-pyjamas-vs-lunaris-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
33,Team Heretics,STR99,13,4,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5591/team-heretics-vs-str99-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
34,Team Liquid,Kamil Klein new chapter,13,1,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5592/team-liquid-vs-kamil-klein-new-chapter-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
35,ISOL-BULIL,HSDIRR,2,13,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5593/isol-bulil-vs-hsdirr-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
36,Prodigy,Rix.GG,13,8,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5594/prodigy-vs-rix-gg-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
37,nolpenki,BIG,13,11,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5595/nolpenki-vs-big-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
38,FunPlus Phoenix,M4LIK,13,2,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5596/funplus-phoenix-vs-m4lik-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
39,Wave Esports,SKADE,10,13,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5597/wave-esports-vs-skade-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
40,Purple Cobras,Team Finest,13,4,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5598/purple-cobras-vs-team-finest-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
41,Opportunists,eSuba,13,10,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5599/opportunists-vs-esuba-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
42,SUMN FC,Valorando,13,8,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5600/sumn-fc-vs-valorando-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
43,MJAOMODE,need more DM,13,15,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5601/mjaomode-vs-need-more-dm-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
44,ex-Giants Gaming,L'institut,11,13,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5602/giants-gaming-vs-linstitut-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
45,eXiLe eSports,Wizards Club,15,13,1y ago,A/B Playoffs-Round of 32,First Strike: Europe,/5603/exile-esports-vs-wizards-club-first-strike-europe-a-b-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
46,Axsor,Team Empire,2, 0,1y ago,A Playoffs-Round of 32,First Strike: CIS,/5561/axsor-vs-team-empire-first-strike-cis-a-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
47,Dirty boys,Gambit Esports,0,2,1y ago,A Playoffs-Round of 32,First Strike: CIS,/5563/dirty-boys-vs-gambit-esports-first-strike-cis-a-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
48,forZe,4fan,2,0,1y ago,A Playoffs-Round of 32,First Strike: CIS,/5568/forze-vs-4fan-first-strike-cis-a-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
49,aspyxia,Sekai,1,2,1y ago,A Playoffs-Round of 32,First Strike: CIS,/5569/aspyxia-vs-sekai-first-strike-cis-a-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
0,ROX TEAM,Vengeance,2,0,1y ago,A Playoffs-Round of 32,First Strike: CIS,/5572/rox-team-vs-vengeance-first-strike-cis-a-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
1,BeeNinjas,Team Singularity,0,2,1y ago,A Playoffs-Round of 32,First Strike: CIS,/5575/beeninjas-vs-team-singularity-first-strike-cis-a-playoffs-ro32,https://owcdn.net/img/5f8e73ec18ba4.png
2,PK,Crazy Hamster,0,2,1y ago,Closed Qualifier-Round of 24,First Strike: Korea,/5511/pk-vs-crazy-hamster-first-strike-korea-closed-qualifier-ro24,https://owcdn.net/img/5f8e73ec18ba4.png
